key,title,authors,venue,year,type,doi,url,ee,title_clean,authors_clean,first_author,title_author_combined
conf/internatio/naturallanguageproce221,Natural Language Processing with Transformers,Alice Brown,International Conference on Machine Learning,2023,Conference Paper,10.4723/605844,https://dblp.org/rec/conf/internatio/naturallanguageproce221,,Natural Language Processing with Transformers,Alice Brown,Alice Brown,Natural Language Processing with Transformers Alice Brown
conf/cikm/recommendationsystem432,Recommendation Systems with Collaborative Filtering,Uma Martin | Zack Thompson | K. Thomas,CIKM,2022,Conference Paper,10.7536/756888,https://dblp.org/rec/conf/cikm/recommendationsystem432,,Recommendation Systems with Collaborative Filtering,Uma Martin | Zack Thompson | K. Thomas,Uma Martin,Recommendation Systems with Collaborative Filtering Uma Martin
conf/associatio/meta-learningalgorit305,Meta-Learning Algorithms and Applications,L. Thompson | Noah Wilson | John Harris | Henry Rodriguez,Association for Computational Linguistics,2022,Conference Paper,10.3688/483578,https://dblp.org/rec/conf/associatio/meta-learningalgorit305,,Meta-Learning Algorithms and Applications,L. Thompson | Noah Wilson | John Harris | Henry Rodriguez,L. Thompson,Meta-Learning Algorithms and Applications L. Thompson
conf/neural inf/neuralnetworksforima26,Neural Networks for Image Recognition,S. Thompson,Neural Information Processing Systems,2024,Conference Paper,10.6153/941697,https://dblp.org/rec/conf/neural inf/neuralnetworksforima26,https://doi.org/10.3889/805347,Neural Networks for Image Recognition,S. Thompson,S. Thompson,Neural Networks for Image Recognition S. Thompson
conf/www/convolutionalneuraln85,convolutional neural networks for object detection,Carol Harris | Sam Wilson,WWW,2024,Conference Paper,10.1105/929362,https://dblp.org/rec/conf/www/convolutionalneuraln85,https://doi.org/10.1174/837005,convolutional neural networks for object detection,Carol Harris | Sam Wilson,Carol Harris,convolutional neural networks for object detection Carol Harris
conf/www/generativeadversaria159,Generative Adversarial Networks: A Survey,Kate Harris | S. Thompson,WWW,2021,Conference Paper,10.3188/965563,https://dblp.org/rec/conf/www/generativeadversaria159,,Generative Adversarial Networks: A Survey,Kate Harris | S. Thompson,Kate Harris,Generative Adversarial Networks: A Survey Kate Harris
conf/ieee trans/meta-learningalgorit307,Meta-Learning Algorithms and Applications,Bob Taylor,IEEE Transactions on Pattern Analysis and Machine Intelligence,2023,Conference Paper,10.6759/294312,https://dblp.org/rec/conf/ieee trans/meta-learningalgorit307,https://doi.org/10.5424/586080,Meta-Learning Algorithms and Applications,Bob Taylor,Bob Taylor,Meta-Learning Algorithms and Applications Bob Taylor
conf/ieee trans/convolutionalneuraln92,Convolutional Neural Networks for Object Detection,Jack Moore | V. Miller | M. White | Peter Lee,IEEE Transactions on Pattern Analysis and Machine Intelligence,2021,Conference Paper,10.1796/952810,https://dblp.org/rec/conf/ieee trans/convolutionalneuraln92,https://doi.org/10.4504/174575,Convolutional Neural Networks for Object Detection,Jack Moore | V. Miller | M. White | Peter Lee,Jack Moore,Convolutional Neural Networks for Object Detection Jack Moore
conf/neurips/asurveyofdeeplearnin60,A Survey of Deep Learning Techniques,W. Miller | Yara Martinez | Quinn Miller,NeurIPS,2023,Conference Paper,,https://dblp.org/rec/conf/neurips/asurveyofdeeplearnin60,https://doi.org/10.1231/138048,A Survey of Deep Learning Techniques,W. Miller | Yara Martinez | Quinn Miller,W. Miller,A Survey of Deep Learning Techniques W. Miller
conf/neural inf/transferlearningforc143,Transfer Learning for Computer Vision Tasks: Methods and Applications,Victor Miller,Neural Information Processing Systems,2023,Conference Paper,10.7489/306131,https://dblp.org/rec/conf/neural inf/transferlearningforc143,https://doi.org/10.7828/576132,Transfer Learning for Computer Vision Tasks: Methods and Applications,Victor Miller,Victor Miller,Transfer Learning for Computer Vision Tasks: Methods and Applications Victor Miller
conf/ijcai/graphneuralnetworksf184,Graph Neural Networks for Social Network Analysis,Olivia Sanchez | Victor Sanchez | E. Moore,IJCAI,2021,Conference Paper,10.1604/490935,https://dblp.org/rec/conf/ijcai/graphneuralnetworksf184,https://doi.org/10.7362/182971,Graph Neural Networks for Social Network Analysis,Olivia Sanchez | Victor Sanchez | E. Moore,Olivia Sanchez,Graph Neural Networks for Social Network Analysis Olivia Sanchez
conf/ijcai/bert:pre-trainingfor241,BERT: Pre-training for Language Understanding,Henry Sanchez | A. Wilson,IJCAI,2024,Conference Paper,10.2638/315348,https://dblp.org/rec/conf/ijcai/bert:pre-trainingfor241,https://doi.org/10.9430/517027,BERT: Pre-training for Language Understanding,Henry Sanchez | A. Wilson,Henry Sanchez,BERT: Pre-training for Language Understanding Henry Sanchez
conf/naacl/gptmodelsfortextgene272,GPT Models for Text Generation,J. Martinez | Grace Gonzalez,NAACL,2023,Conference Paper,10.1594/769272,https://dblp.org/rec/conf/naacl/gptmodelsfortextgene272,,GPT Models for Text Generation,J. Martinez | Grace Gonzalez,J. Martinez,GPT Models for Text Generation J. Martinez
conf/aaai/attentionmechanismsi130,Attention Mechanisms in Neural Machine Translation,Bob Jackson | Leo Brown | I. Harris,AAAI,2020,Conference Paper,10.6831/251782,https://dblp.org/rec/conf/aaai/attentionmechanismsi130,https://doi.org/10.2504/602239,Attention Mechanisms in Neural Machine Translation,Bob Jackson | Leo Brown | I. Harris,Bob Jackson,Attention Mechanisms in Neural Machine Translation Bob Jackson
conf/iclr/explainableai:method327,Explainable AI: Methods and Challenges,Zack Hernandez | Uma Jackson | Z. Thompson | Peter Hernandez,ICLR,2023,Conference Paper,10.1525/375990,https://dblp.org/rec/conf/iclr/explainableai:method327,https://doi.org/10.8079/352733,Explainable AI: Methods and Challenges,Zack Hernandez | Uma Jackson | Z. Thompson | Peter Hernandez,Zack Hernandez,Explainable AI: Methods and Challenges Zack Hernandez
conf/associatio/speechrecognitionwit564,Speech Recognition with Deep Learning,David Lee | P. Moore | Tina Jackson | N. Jones,Association for Computational Linguistics,2020,Conference Paper,10.8197/514129,https://dblp.org/rec/conf/associatio/speechrecognitionwit564,https://doi.org/10.9461/182611,Speech Recognition with Deep Learning,David Lee | P. Moore | Tina Jackson | N. Jones,David Lee,Speech Recognition with Deep Learning David Lee
conf/iclr/recurrentneuralnetwo112,Recurrent Neural Networks for Sequence Modeling,Yara Lopez | Xavier Thompson | O. Wilson | S. Hernandez,ICLR,2020,Conference Paper,10.4757/331430,https://dblp.org/rec/conf/iclr/recurrentneuralnetwo112,https://doi.org/10.9378/986306,Recurrent Neural Networks for Sequence Modeling,Yara Lopez | Xavier Thompson | O. Wilson | S. Hernandez,Yara Lopez,Recurrent Neural Networks for Sequence Modeling Yara Lopez
conf/www/federatedlearningfor339,Federated Learning for Privacy-Preserving ML,Kate Jones | Rachel Gonzalez | C. Gonzalez | Yara Harris,WWW,2020,Conference Paper,10.6900/426648,https://dblp.org/rec/conf/www/federatedlearningfor339,,Federated Learning for Privacy-Preserving ML,Kate Jones | Rachel Gonzalez | C. Gonzalez | Yara Harris,Kate Jones,Federated Learning for Privacy-Preserving ML Kate Jones
conf/ieee trans/speechrecognitionwit572,Speech Recognition with Deep Learning,Emma Moore | Kate White | Xavier Miller | Olivia Hernandez,IEEE Transactions on Pattern Analysis and Machine Intelligence,2021,Conference Paper,10.9113/327141,https://dblp.org/rec/conf/ieee trans/speechrecognitionwit572,,Speech Recognition with Deep Learning,Emma Moore | Kate White | Xavier Miller | Olivia Hernandez,Emma Moore,Speech Recognition with Deep Learning Emma Moore
conf/wsdm/explainableai:method311,Explainable AI: Methods and Challenges,Frank Hernandez | Emma Martinez,WSDM,2023,Conference Paper,10.8890/867830,https://dblp.org/rec/conf/wsdm/explainableai:method311,,Explainable AI: Methods and Challenges,Frank Hernandez | Emma Martinez,Frank Hernandez,Explainable AI: Methods and Challenges Frank Hernandez
conf/iccv/generativeadversaria161,Generative Adversarial Networks: A Survey,Xavier White | M. Thompson | Emma Thomas | Iris Rodriguez,ICCV,2024,Conference Paper,10.5385/219160,https://dblp.org/rec/conf/iccv/generativeadversaria161,https://doi.org/10.7459/592744,Generative Adversarial Networks: A Survey,Xavier White | M. Thompson | Emma Thomas | Iris Rodriguez,Xavier White,Generative Adversarial Networks: A Survey Xavier White
conf/ijcai/graphneuralnetworksf187,Graph Neural Networks for Social Network Analysis,Leo Thompson | J. Thomas | J. Rodriguez,IJCAI,2020,Conference Paper,10.3581/627576,https://dblp.org/rec/conf/ijcai/graphneuralnetworksf187,https://doi.org/10.1832/628985,Graph Neural Networks for Social Network Analysis,Leo Thompson | J. Thomas | J. Rodriguez,Leo Thompson,Graph Neural Networks for Social Network Analysis Leo Thompson
conf/empirical /gptmodelsfortextgene263,GPT MODELS FOR TEXT GENERATION,I. Thomas | W. Davis,Empirical Methods in Natural Language Processing,2021,Conference Paper,10.1707/123436,https://dblp.org/rec/conf/empirical /gptmodelsfortextgene263,https://doi.org/10.9803/557256,GPT MODELS FOR TEXT GENERATION,I. Thomas | W. Davis,I. Thomas,GPT MODELS FOR TEXT GENERATION I. Thomas
conf/computer v/few-shotlearninginco280,Few-Shot Learning in Computer Vision,Quinn Taylor | Kate Lee | Grace Gonzalez | U. Johnson,Computer Vision and Pattern Recognition,2024,Conference Paper,10.1424/539728,https://dblp.org/rec/conf/computer v/few-shotlearninginco280,https://doi.org/10.4218/837926,Few-Shot Learning in Computer Vision,Quinn Taylor | Kate Lee | Grace Gonzalez | U. Johnson,Quinn Taylor,Few-Shot Learning in Computer Vision Quinn Taylor
conf/acl/speechrecognitionwit569,Speech Recognition with Deep Learning,Mary Lopez | David Brown,ACL,2020,Conference Paper,10.5217/244618,https://dblp.org/rec/conf/acl/speechrecognitionwit569,https://doi.org/10.2885/161088,Speech Recognition with Deep Learning,Mary Lopez | David Brown,Mary Lopez,Speech Recognition with Deep Learning Mary Lopez
conf/icml/neuralnetworksforima34,neural networks for image recognition,R. Anderson,ICML,2020,Conference Paper,10.6739/758218,https://dblp.org/rec/conf/icml/neuralnetworksforima34,https://doi.org/10.1871/226580,neural networks for image recognition,R. Anderson,R. Anderson,neural networks for image recognition R. Anderson
conf/sigir/convolutionalneuraln91,Convolutional Neural Networks for Object Detection,Frank Perez | John Martin | P. Rodriguez | Henry Gonzalez,SIGIR,2020,Conference Paper,,https://dblp.org/rec/conf/sigir/convolutionalneuraln91,https://doi.org/10.2963/681240,Convolutional Neural Networks for Object Detection,Frank Perez | John Martin | P. Rodriguez | Henry Gonzalez,Frank Perez,Convolutional Neural Networks for Object Detection Frank Perez
conf/computer v/namedentityrecogniti521,Named Entity Recognition in NLP,Emma Lopez | Yara Wilson | G. Hernandez | Yara Miller,Computer Vision and Pattern Recognition,2021,Conference Paper,,https://dblp.org/rec/conf/computer v/namedentityrecogniti521,https://doi.org/10.3152/444195,Named Entity Recognition in NLP,Emma Lopez | Yara Wilson | G. Hernandez | Yara Miller,Emma Lopez,Named Entity Recognition in NLP Emma Lopez
conf/sigir/graphneuralnetworksf182,Graph Neural Networks for Social Network Analysis,Xavier Perez | Jack Wilson | Frank Martin | David Sanchez,SIGIR,2024,Conference Paper,10.9651/517394,https://dblp.org/rec/conf/sigir/graphneuralnetworksf182,https://doi.org/10.2062/794969,Graph Neural Networks for Social Network Analysis,Xavier Perez | Jack Wilson | Frank Martin | David Sanchez,Xavier Perez,Graph Neural Networks for Social Network Analysis Xavier Perez
conf/www/attentionmechanismsi127,Attention Mechanisms in Neural Machine Translation,L. Martinez | J. Lopez | Uma Perez | Noah Moore,WWW,2023,Conference Paper,10.6160/906154,https://dblp.org/rec/conf/www/attentionmechanismsi127,https://doi.org/10.8114/805987,Attention Mechanisms in Neural Machine Translation,L. Martinez | J. Lopez | Uma Perez | Noah Moore,L. Martinez,Attention Mechanisms in Neural Machine Translation L. Martinez
conf/neural inf/knowledgegraphembedd464,Knowledge Graph Embeddings,R. Harris | Alice Jackson | Sam Garcia,Neural Information Processing Systems,2023,Conference Paper,10.9761/103622,https://dblp.org/rec/conf/neural inf/knowledgegraphembedd464,,Knowledge Graph Embeddings,R. Harris | Alice Jackson | Sam Garcia,R. Harris,Knowledge Graph Embeddings R. Harris
conf/iccv/bert:pre-trainingfor242,BERT: Pre-training for Language Understanding,W. Gonzalez | Yara Brown | Bob Wilson | Rachel Taylor,ICCV,2022,Conference Paper,10.8368/275350,https://dblp.org/rec/conf/iccv/bert:pre-trainingfor242,https://doi.org/10.9564/186101,BERT: Pre-training for Language Understanding,W. Gonzalez | Yara Brown | Bob Wilson | Rachel Taylor,W. Gonzalez,BERT: Pre-training for Language Understanding W. Gonzalez
conf/iclr/federatedlearningfor335,Federated Learning for Privacy-Preserving ML,Victor White | W. Smith | I. Garcia,ICLR,2022,Conference Paper,10.6764/665505,https://dblp.org/rec/conf/iclr/federatedlearningfor335,,Federated Learning for Privacy-Preserving ML,Victor White | W. Smith | I. Garcia,Victor White,Federated Learning for Privacy-Preserving ML Victor White
conf/iclr/machinelearningincom53,Machine Learning in Computer Vision - A Survey,Jack White | E. Lopez | Wendy Jackson,ICLR,2022,Conference Paper,10.5327/107291,https://dblp.org/rec/conf/iclr/machinelearningincom53,https://doi.org/10.6096/237900,Machine Learning in Computer Vision - A Survey,Jack White | E. Lopez | Wendy Jackson,Jack White,Machine Learning in Computer Vision - A Survey Jack White
conf/recsys/few-shotlearninginco284,Few-Shot Learning in Computer Vision,Xavier Perez,RecSys,2023,Conference Paper,10.9094/533247,https://dblp.org/rec/conf/recsys/few-shotlearninginco284,https://doi.org/10.3213/258641,Few-Shot Learning in Computer Vision,Xavier Perez,Xavier Perez,Few-Shot Learning in Computer Vision Xavier Perez
conf/cvpr/reinforcementlearnin200,Reinforcement Learning for Game Playing,Henry Moore | J. Thompson,CVPR,2022,Conference Paper,10.1992/277532,https://dblp.org/rec/conf/cvpr/reinforcementlearnin200,https://doi.org/10.2483/211211,Reinforcement Learning for Game Playing,Henry Moore | J. Thompson,Henry Moore,Reinforcement Learning for Game Playing Henry Moore
conf/empirical /gptmodelsfortextgene256,GPT Models for Text Generation,Jack Harris,Empirical Methods in Natural Language Processing,2020,Conference Paper,10.6612/706472,https://dblp.org/rec/conf/empirical /gptmodelsfortextgene256,,GPT Models for Text Generation,Jack Harris,Jack Harris,GPT Models for Text Generation Jack Harris
conf/internatio/deeplearningfornatur2,Deep Learning for Natural Language Processing,Kate Hernandez | E. Lee | Leo Martinez,International Conference on Machine Learning,2023,Conference Paper,10.3103/799494,https://dblp.org/rec/conf/internatio/deeplearningfornatur2,https://doi.org/10.6335/223164,Deep Learning for Natural Language Processing,Kate Hernandez | E. Lee | Leo Martinez,Kate Hernandez,Deep Learning for Natural Language Processing Kate Hernandez
conf/eccv/questionansweringsys484,QUESTION ANSWERING SYSTEMS USING BERT,R. Thomas | Frank Martin | Quinn Brown | Kate Lopez,ECCV,2022,Conference Paper,10.5628/181328,https://dblp.org/rec/conf/eccv/questionansweringsys484,https://doi.org/10.8531/117184,QUESTION ANSWERING SYSTEMS USING BERT,R. Thomas | Frank Martin | Quinn Brown | Kate Lopez,R. Thomas,QUESTION ANSWERING SYSTEMS USING BERT R. Thomas
conf/recsys/few-shotlearninginco283,Few-Shot Learning in Computer Vision,P. Jackson | Noah Thompson | Peter Martin | Jane Thompson,RecSys,2021,Conference Paper,,https://dblp.org/rec/conf/recsys/few-shotlearninginco283,https://doi.org/10.7509/650453,Few-Shot Learning in Computer Vision,P. Jackson | Noah Thompson | Peter Martin | Jane Thompson,P. Jackson,Few-Shot Learning in Computer Vision P. Jackson
